Courses
;Year;Period;Code;Name;Section;Dept.;T;P;L;Cr;ECTS;Category;Lecturer;Room;Schedule;# of Students;Successfull;Unsuccessfull;Conditional;Withdrawn;Average;Staff ID;
;2025;2;ID 122;Introduction to Industrial Design;ID 122_01;Department of Industrial Design;3;0;0;3;5;Course;Damla Özer ;G113;We 14 - 17;9;;;;;;1508;
;2025;2;ID 202;Industrial Design II;ID 202_01;Department of Industrial Design;2;8;0;6;11;Course;Tolgahan Tosun (S) , Sedef Süner Pla Cerda , Ecem Kumbasar , Emel Baş (S) ;D130-MTF;Tu 09 - 12 Tu 13 - 16 Fr 09 - 13;0;;;;;;00007362 (S) , 00001507 , 00003941 , 00007357 (S);
;2025;2;ID 221-O;History and Theory of Design I;ID 221-O_01;Department of Industrial Design;2;0;0;2;5;Course;Aren Emre Kurtgözü ;G003;We 13 - 16;0;;;;;;2628;
;2025;2;ID 222;History and Theory of Design I;ID 222_01;Department of Industrial Design;3;0;0;3;5;Course;Aren Emre Kurtgözü ;G003;We 13 - 16;0;;;;;;2628;
;2025;2;ID 272;Manufacturing Materials and Technologies;ID 272_01;Department of Industrial Design;3;0;0;3;5;Course;Ecem Kumbasar ;G006;We 09 - 12;0;;;;;;3941;
;2025;2;ID 302;Industrial Design IV;ID 302_01;Department of Industrial Design;2;8;0;6;11;Course;Yunus Altay (S) , Elif Büyükkeçeci , Aren Emre Kurtgözü ;G310-MTF;Tu 09 - 12 Tu 13 - 16 Fr 09 - 13;0;;;;;;00004824 (S) , 00006510 , 00002628;
;2025;2;ID 311;Model Making;ID 311_01;Department of Industrial Design;2;2;0;3;5;Course;Çağrım Koçer ;CB201;We 09 - 12;0;;;;;;1046;
;2025;2;ID 313;Effective Project Presentation;ID 313_01;Department of Industrial Design;2;2;0;3;5;Course;Ataberk Gözelsoy (S) ;F117;Mo 09 - 12;0;;;;;;00007356 (S);
;2025;2;ID 320;Sustainable Living and Design;ID 320_01;Department of Industrial Design;2;2;0;3;5;Course;Damla Özer ;F410;We 09 - 12;0;;;;;;1508;
;2025;2;ID 332;Form in Arts and Design;ID 332_01;Department of Industrial Design;2;2;0;3;5;Course;Ecem Kumbasar ;CB201;We 13 - 16;0;;;;;;3941;
;2025;2;ID 362;Research in Design;ID 362_01;Department of Industrial Design;2;2;0;3;5;Course;Elif Büyükkeçeci ;G003;Mo 13 - 16;0;;;;;;6510;
;2025;2;ID 362-O;Research in Design;ID 362-O_01;Department of Industrial Design;1;2;0;2;4;Course;Elif Büyükkeçeci ;G003;Mo 13 - 16;0;;;;;;6510;
;2025;2;ID 402;Industrial Design VI;ID 402_01;Department of Industrial Design;2;8;0;6;14;Course;Fikriye Büşra Kaboğlu (S) , Gökhan Çetinkaya (S) , Mehmet Erçin Okursoy ;;Tu 09 - 12 Tu 13 - 16 Fr 09 - 13;0;;;;;;00005675 (S) , 00005673 (S) , 00002783;
;2025;2;ID 402-O;Industrial Design VI;ID 402-O_01;Department of Industrial Design;2;8;0;6;12;Course;Fikriye Büşra Kaboğlu (S) , Mehmet Erçin Okursoy , Gökhan Çetinkaya (S) ;;Tu 13 - 16 Tu 09 - 12 Fr 09 - 13;0;;;;;;00005675 (S) , 00002783 , 00005673 (S);
;2025;2;ID 410;AI Competencies for Design;ID 410_01;Department of Industrial Design;2;2;0;3;5;Course;Sedef Süner Pla Cerda ;F117;Th 09 - 12;0;;;;;;1507;
;2025;2;ID 430;Design For User Experience;ID 430_01;Department of Industrial Design;2;2;0;3;5;Course;Sedef Süner Pla Cerda ;F115;Th 13 - 16;0;;;;;;1507;
;2025;2;IE 212;Lean Process Design;IE 212_01;Department of Industrial Engineering;3;0;0;3;6;Course;Hakan Bütüner ;A231-H;Mo 10 - 11 We 12 - 14;0;;;;;;5021;
;2025;2;IE 222;Engineering Economy & Cost Analysis;IE 222_01;Department of Industrial Engineering;3;0;0;3;6;Course;Serhat Gül ;A437 A422;Tu 14 - 16 We 11 - 12;0;;;;;;253;
;2025;2;IE 222;Engineering Economy & Cost Analysis;IE 222_02;Department of Industrial Engineering;3;0;0;3;6;Course;Serhat Gül ;F204 A437;Tu 11 - 12 We 16 - 18;0;;;;;;253;
;2025;2;IE 232;Mathematical Modeling and Optimization I;IE 232_01;Department of Industrial Engineering;3;0;0;3;6;Course;Elif Zeynep Serper ;A422 A437;Mo 12 - 14 Tu 16 - 17;0;;;;;;5019;
;2025;2;IE 312;Manufacturing and Service Operations Planning II;IE 312_01;Department of Industrial Engineering;3;0;0;3;6;Course;Ece Zeliha Demirci Kaplan ;A231-H;Mo 12 - 13 We 10 - 12;0;;;;;;2621;
;2025;2;IE 316;Quality Planning and Control;IE 316_01;Department of Industrial Engineering;3;0;0;3;7;Course;Mehmet Rüştü Taner ;A231-H;Tu 11 - 13 We 14 - 15;0;;;;;;39;
;2025;2;IE 331;Mathematical Modeling & Optimization II;IE 331_01;Department of Industrial Engineering;3;0;0;3;6;Course;Meltem Peker Sarhan ;A231-H;Mo 11 - 12 Tu 14 - 16;0;;;;;;6514;
;2025;2;IE 332;Mathematical Modeling & Optimization III;IE 332_01;Department of Industrial Engineering;3;0;0;3;6;Course;Sırma Karakaya ;A231-H;Mo 16 - 18 We 15 - 16;0;;;;;;478;
;2025;2;IE 399;Summer Practice I;IE 399_01;Department of Industrial Engineering;1;0;0;1;3;Internship;Meltem Peker Sarhan ;;Fr 18 - 19;0;;;;;;6514;
;2025;2;IE 412;Facility Location and Layout;IE 412_01;Department of Industrial Engineering;3;0;0;3;5;Course;Meltem Peker Sarhan ;A231-H;Mo 13 - 15 Tu 13 - 14;0;;;;;;6514;
;2025;2;IE 413;Operations Scheduling;IE 413_01;Department of Industrial Engineering;3;0;0;3;5;Course;Mehmet Rüştü Taner ;A231-H;Tu 16 - 17 Th 12 - 14;0;;;;;;39;
;2025;2;IE 438;Discrete Optimization;IE 438_01;Department of Industrial Engineering;3;0;0;3;5;Course;Meltem Peker Sarhan ;A231-H;Tu 10 - 11 Th 10 - 12;0;;;;;;6514;
;2025;2;IE 451;Decision and Risk Analysis;IE 451_01;Department of Industrial Engineering;3;0;0;3;5;Course;Serhat Gül ;A316-L;Tu 17 - 18 We 12 - 14;0;;;;;;253;
;2025;2;IE 492;Senior Project II;IE 492_01;Department of Industrial Engineering;1;4;0;3;8;Course;Ece Zeliha Demirci Kaplan ;;Th 14 - 15;0;;;;;;2621;
;2025;2;IE 492;Senior Project II;IE 492_02;Department of Industrial Engineering;1;4;0;3;8;Course;Mehmet Rüştü Taner ;;Th 14 - 15;0;;;;;;39;
;2025;2;IE 492;Senior Project II;IE 492_03;Department of Industrial Engineering;1;4;0;3;8;Course;Sırma Karakaya ;;Th 14 - 15;0;;;;;;478;
;2025;2;IE 492-O;Senior Project II;IE 492-O_01;Department of Industrial Engineering;1;4;0;3;6;Course;Ece Zeliha Demirci Kaplan ;;Th 14 - 15;0;;;;;;2621;
;2025;2;IE 492-O;Senior Project II;IE 492-O_02;Department of Industrial Engineering;1;4;0;3;6;Course;Mehmet Rüştü Taner ;;Th 14 - 15;0;;;;;;39;
;2025;2;IE 492-O;Senior Project II;IE 492-O_03;Department of Industrial Engineering;1;4;0;3;6;Course;Sırma Karakaya ;;Th 14 - 15;0;;;;;;478;
;2025;2;IE 499;Summer Practice II;IE 499_01;Department of Industrial Engineering;1;0;0;1;5;Internship;Meltem Peker Sarhan ;;Fr 19 - 20;0;;;;;;6514;
;2025;2;IE 499-O;Summer Practice II;IE 499-O_01;Department of Industrial Engineering;1;0;0;1;2;Internship;Meltem Peker Sarhan ;;Fr 19 - 20;0;;;;;;6514;
;2025;2;ITA 101;Elementary Italian I;ITA 101_01;Basic Sciences;3;0;0;3;5;Course;Aslı Bayar (S) ;G005;Mo 15 - 18;0;;;;;;00003070 (S);
;2025;2;ITA 101;Elementary Italian I;ITA 101_02;Basic Sciences;3;0;0;3;5;Course;Aslı Bayar (S) ;D028;Tu 16 - 19;0;;;;;;00003070 (S);
;2025;2;ITA 101;Elementary Italian I;ITA 101_03;Basic Sciences;3;0;0;3;5;Course;Aslı Bayar (S) ;G010;Th 09 - 12;0;;;;;;00003070 (S);
;2025;2;ITA 101;Elementary Italian I;ITA 101_04;Basic Sciences;3;0;0;3;5;Course;Aslı Bayar (S) ;D230;Fr 15 - 18;0;;;;;;00003070 (S);
;2025;2;ITA 102;Elementary Italian II;ITA 102_01;Basic Sciences;3;0;0;3;5;Course;Aslı Bayar (S) ;G105;Th 13 - 16;0;;;;;;00003070 (S);
;2025;2;LIBE 110;Critical Perspectives on Humanity;LIBE 110_01;Basic Sciences;3;0;0;3;5;Course;;K183;Fr 09 - 12;46;;;;;;;
;2025;2;LIBE 110;Critical Perspectives on Humanity;LIBE 110_02;Basic Sciences;3;0;0;3;5;Course;;K183;We 09 - 12;14;;;;;;;
;2025;2;LIBE 110;Critical Perspectives on Humanity;LIBE 110_03;Basic Sciences;3;0;0;3;5;Course;;K183;Mo 12 - 15;18;;;;;;;
;2025;2;LIBE 110;Critical Perspectives on Humanity;LIBE 110_04;Basic Sciences;3;0;0;3;5;Course;;DB20;Fr 12 - 15;10;;;;;;;
;2025;2;LIBE 110;Critical Perspectives on Humanity;LIBE 110_05;Basic Sciences;3;0;0;3;5;Course;;K084;Tu 09 - 12;31;;;;;;;
;2025;2;LIBE 110;Critical Perspectives on Humanity;LIBE 110_06;Basic Sciences;3;0;0;3;5;Course;;K084;Tu 12 - 15;8;;;;;;;
;2025;2;LIBE 110;Critical Perspectives on Humanity;LIBE 110_07;Basic Sciences;3;0;0;3;5;Course;;K084;Tu 15 - 18;5;;;;;;;
;2025;2;LIBE 110;Critical Perspectives on Humanity;LIBE 110_08;Basic Sciences;3;0;0;3;5;Course;;D230;Th 12 - 15;25;;;;;;;
;2025;2;LIBE 110;Critical Perspectives on Humanity;LIBE 110_09;Basic Sciences;3;0;0;3;5;Course;;K183;Mo 15 - 18;0;;;;;;;
;2025;2;LIBE 110;Critical Perspectives on Humanity;LIBE 110_10;Basic Sciences;3;0;0;3;5;Course;;D026;We 12 - 15;17;;;;;;;
;2025;2;LIBE 110;Critical Perspectives on Humanity;LIBE 110_11;Basic Sciences;3;0;0;3;5;Course;;G010;We 16 - 19;0;;;;;;;
;2025;2;LIBE 110;Critical Perspectives on Humanity;LIBE 110_12;Basic Sciences;3;0;0;3;5;Course;;K085;Th 15 - 18;0;;;;;;;
;2025;2;LIBE 120;Foundations and Frontiers of Science;LIBE 120_01;Basic Sciences;2;2;0;3;5;Course;;K085 K183;We 13 - 14 Fr 12 - 14;18;;;;;;;
;2025;2;LIBE 120;Foundations and Frontiers of Science;LIBE 120_02;Basic Sciences;2;2;0;3;5;Course;;K085;Tu 16 - 17 Th 09 - 11;0;;;;;;;
;2025;2;LIBE 120;Foundations and Frontiers of Science;LIBE 120_03;Basic Sciences;2;2;0;3;5;Course;;K085;Tu 17 - 18 Th 11 - 13;0;;;;;;;
;2025;2;LIBE 120;Foundations and Frontiers of Science;LIBE 120_04;Basic Sciences;2;2;0;3;5;Course;;K085 K183;Tu 15 - 16 Th 16 - 18;22;;;;;;;
;2025;2;LIBE 120;Foundations and Frontiers of Science;LIBE 120_05;Basic Sciences;2;2;0;3;5;Course;;K184 K183;Mo 11 - 12 We 12 - 14;0;;;;;;;
;2025;2;LIBE 120;Foundations and Frontiers of Science;LIBE 120_06;Basic Sciences;2;2;0;3;5;Course;;K184 K183;Mo 12 - 13 We 16 - 18;0;;;;;;;
;2025;2;LIBE 120;Foundations and Frontiers of Science;LIBE 120_07;Basic Sciences;2;2;0;3;5;Course;;K184 K085;Tu 11 - 12 Fr 09 - 11;14;;;;;;;
;2025;2;LIBE 120;Foundations and Frontiers of Science;LIBE 120_08;Basic Sciences;2;2;0;3;5;Course;;K184 K085;Tu 12 - 13 Fr 13 - 15;34;;;;;;;
;2025;2;LIBE 130;Art and Design;LIBE 130_01;Basic Sciences;3;0;0;3;5;Course;;K085;Tu 12 - 15;0;;;;;;;
;2025;2;LIBE 130;Art and Design;LIBE 130_02;Basic Sciences;3;0;0;3;5;Course;;D026;Mo 15 - 18;0;;;;;;;
;2025;2;LIBE 130;Art and Design;LIBE 130_03;Basic Sciences;3;0;0;3;5;Course;;DB18;Fr 09 - 12;13;;;;;;;
;2025;2;LIBE 130;Art and Design;LIBE 130_04;Basic Sciences;3;0;0;3;5;Course;;K084;Th 09 - 12;0;;;;;;;
;2025;2;LIBE 130;Art and Design;LIBE 130_05;Basic Sciences;3;0;0;3;5;Course;;K084;We 09 - 12;0;;;;;;;
;2025;2;LIBE 130;Art and Design;LIBE 130_06;Basic Sciences;3;0;0;3;5;Course;;K085;Mo 09 - 12;0;;;;;;;
;2025;2;LIBE 130;Art and Design;LIBE 130_07;Basic Sciences;3;0;0;3;5;Course;;K085;We 15 - 18;0;;;;;;;
;2025;2;LIBE 130;Art and Design;LIBE 130_08;Basic Sciences;3;0;0;3;5;Course;;K085;Fr 15 - 18;0;;;;;;;
;2025;2;LIBE 140;Social and Political Studies;LIBE 140_01;Basic Sciences;3;0;0;3;5;Course;;K184;We 09 - 12;0;;;;;;;
;2025;2;LIBE 140;Social and Political Studies;LIBE 140_02;Basic Sciences;3;0;0;3;5;Course;;K184;We 15 - 18;0;;;;;;;
;2025;2;LIBE 140;Social and Political Studies;LIBE 140_03;Basic Sciences;3;0;0;3;5;Course;;D230;Th 09 - 12;0;;;;;;;
;2025;2;LIBE 140;Social and Political Studies;LIBE 140_04;Basic Sciences;3;0;0;3;5;Course;;DB20;Mo 15 - 18;0;;;;;;;
;2025;2;LIBE 140;Social and Political Studies;LIBE 140_05;Basic Sciences;3;0;0;3;5;Course;;DB20;We 12 - 15;0;;;;;;;
;2025;2;LIBE 140;Social and Political Studies;LIBE 140_06;Basic Sciences;3;0;0;3;5;Course;;D230;Fr 12 - 15;0;;;;;;;
;2025;2;LIBE 140;Social and Political Studies;LIBE 140_07;Basic Sciences;3;0;0;3;5;Course;;K183;Tu 12 - 15;0;;;;;;;
;2025;2;LIBE 140;Social and Political Studies;LIBE 140_08;Basic Sciences;3;0;0;3;5;Course;;DB20;Fr 15 - 18;0;;;;;;;
;2025;2;LIBE 140;Social and Political Studies;LIBE 140_09;Basic Sciences;3;0;0;3;5;Course;;DB16;Tu 15 - 18;0;;;;;;;
;2025;2;LIBE 140;Social and Political Studies;LIBE 140_10;Basic Sciences;3;0;0;3;5;Course;;DB20;Fr 09 - 12;0;;;;;;;
;2025;2;LIBE 140;Social and Political Studies;LIBE 140_11;Basic Sciences;3;0;0;3;5;Course;;D230;Mo 12 - 15;0;;;;;;;
;2025;2;LIBE 150;Critical Perspectives in World Literature;LIBE 150_01;Basic Sciences;3;0;0;3;5;Course;;K183;Mo 09 - 12;0;;;;;;;
;2025;2;LIBE 150;Critical Perspectives in World Literature;LIBE 150_02;Basic Sciences;3;0;0;3;5;Course;;K184;Mo 15 - 18;0;;;;;;;
;2025;2;LIBE 150;Critical Perspectives in World Literature;LIBE 150_03;Basic Sciences;3;0;0;3;5;Course;;K183;Tu 09 - 12;0;;;;;;;
;2025;2;LIBE 150;Critical Perspectives in World Literature;LIBE 150_04;Basic Sciences;3;0;0;3;5;Course;;K183;Tu 15 - 18;0;;;;;;;
;2025;2;LIBE 150;Critical Perspectives in World Literature;LIBE 150_05;Basic Sciences;3;0;0;3;5;Course;;G213;We 12 - 15;0;;;;;;;
;2025;2;LIBE 150;Critical Perspectives in World Literature;LIBE 150_06;Basic Sciences;3;0;0;3;5;Course;;K084;Th 12 - 15;0;;;;;;;
;2025;2;LIBE 150;Critical Perspectives in World Literature;LIBE 150_07;Basic Sciences;3;0;0;3;5;Course;;K084;Th 15 - 18;0;;;;;;;
;2025;2;LIBE 150;Critical Perspectives in World Literature;LIBE 150_08;Basic Sciences;3;0;0;3;5;Course;;K084;Fr 12 - 15;0;;;;;;;
;2025;2;LIBE 150;Critical Perspectives in World Literature;LIBE 150_09;Basic Sciences;3;0;0;3;5;Course;;K084;Fr 15 - 18;0;;;;;;;
;2025;2;LIT 201;Children's literature;LIT 201_01;Basic Sciences;3;0;0;3;5;Course;Cemre Mimoza Bartu Esen (S) ;GB05;Mo 15 - 18;0;;;;;;00005652 (S);
;2025;2;MATH 101;Calculus of One Variable;MATH 101_01;Mathematics;3;2;0;4;7;Course;Ruşen Kaya ;DB14 A514-PC-L;Mo 09 - 11 We 09 - 11 Th 14 - 15;40;;;;;;1042;
;2025;2;MATH 101;Calculus of One Variable;MATH 101_02;Mathematics;3;2;0;4;7;Course;Ruşen Kaya ;DB16 A514-PC-L;Mo 12 - 14 We 12 - 14 Th 12 - 13;24;;;;;;1042;
;2025;2;MATH 101;Calculus of One Variable;MATH 101_03;Mathematics;3;2;0;4;7;Course;Ruşen Kaya ;DB16 A514-PC-L;Mo 14 - 16 We 14 - 16 Th 13 - 14;15;;;;;;1042;
;2025;2;MATH 101;Calculus of One Variable;MATH 101_04;Mathematics;3;2;0;4;7;Course;Berrin Şentürk ;DB16 A514-PC-L;Mo 16 - 18 We 16 - 18 Th 11 - 12;17;;;;;;1826;
;2025;2;MATH 102;Multivariable Calculus;MATH 102_01;Mathematics;3;2;0;4;7;Course;Engin Özkan ;DB14 A514-PC-L;Tu 11 - 13 Th 09 - 11 Fr 09 - 10;0;;;;;;274;
;2025;2;MATH 102;Multivariable Calculus;MATH 102_02;Mathematics;3;2;0;4;7;Course;Anıl Özdemir ;D028 A514-PC-L;Mo 09 - 11 We 14 - 16 Fr 10 - 11;0;;;;;;2015;
;2025;2;MATH 102;Multivariable Calculus;MATH 102_03;Mathematics;3;2;0;4;7;Course;Engin Özkan ;DB14 A514-PC-L;Tu 09 - 11 We 14 - 16 Fr 11 - 12;0;;;;;;274;
;2025;2;MATH 102;Multivariable Calculus;MATH 102_04;Mathematics;3;2;0;4;7;Course;;A514-PC-L D028 D030;Tu 09 - 10 Th 09 - 11 Fr 09 - 11;0;;;;;;;
;2025;2;MATH 102;Multivariable Calculus;MATH 102_05;Mathematics;3;2;0;4;7;Course;;A514-PC-L DB18;Tu 10 - 11 Th 13 - 15 Fr 13 - 15;0;;;;;;;
;2025;2;MATH 108;Discrete Mathematics;MATH 108_01;Mathematics;3;0;0;3;6;Course;Niyazi Anıl Gezer ;A437 A331;Mo 14 - 16 We 13 - 14;3;;;;;;3329;
;2025;2;MATH 108-O;Discrete Mathematics;MATH 108-O_1;Mathematics;3;0;0;3;5;Course;Niyazi Anıl Gezer ;A437 A331;Mo 14 - 16 We 13 - 14;0;;;;;;3329;
;2025;2;MATH 111;Introduction to Calculus of One Variable;MATH 111_01;Mathematics;3;2;0;4;7;Course;Mehmet Onur Fen ;D232 A514-PC-L D228;Mo 11 - 13 Tu 14 - 15 We 11 - 13;13;;;;;;671;
;2025;2;MATH 113;Calculus I;MATH 113_01;Mathematics;4;0;1;4;8;Course;Bengisen Pekmen ;A435 A211-PC-L;Mo 11 - 13 We 11 - 13 Fr 13 - 14;3;;;;;;247;
;2025;2;MATH 113-O;Calculus I;MATH 113-O_1;Mathematics;3;1;1;4;7;Course;Bengisen Pekmen ;A435 A211-PC-L;Mo 11 - 13 We 11 - 13 Fr 13 - 14;0;;;;;;247;
;2025;2;MATH 114;Calculus II;MATH 114_01;Mathematics;4;0;1;4;8;Course;Fuat Erdem ;A437 A211-PC-L;Tu 12 - 14 We 14 - 15 Th 12 - 14;0;;;;;;1816;
;2025;2;MATH 114-O;Calculus II;MATH 114-O_1;Mathematics;3;1;1;4;7;Course;Fuat Erdem ;A437 A211-PC-L;Tu 12 - 14 We 14 - 15 Th 12 - 14;0;;;;;;1816;
;2025;2;MATH 115;Mathematics for Social Sciences I;MATH 115_01;Mathematics;3;1;1;4;7;Course;Ertürk Tuncer ;D032 A514-PC-L DB18;Tu 09 - 11 We 12 - 13 Th 09 - 11;24;;;;;;2610;
;2025;2;MATH 115;Mathematics for Social Sciences I;MATH 115_02;Mathematics;3;1;1;4;7;Course;Ertürk Tuncer ;A514-PC-L DB18 DB16;Tu 11 - 12 We 11 - 13 Th 12 - 14;5;;;;;;2610;
;2025;2;MATH 115;Mathematics for Social Sciences I;MATH 115_03;Mathematics;3;1;1;4;7;Course;Ertürk Tuncer ;DB18 A514-PC-L;Tu 12 - 14 We 09 - 11 Fr 14 - 15;20;;;;;;2610;
;2025;2;MATH 116;Mathematics for Social Sciences II;MATH 116_01;Mathematics;3;1;1;4;7;Course;Merve Gürbüz Çaldağ ;D028 A514-PC-L;Mo 14 - 16 We 11 - 13 Fr 12 - 13;0;;;;;;4103;
;2025;2;MATH 116;Mathematics for Social Sciences II;MATH 116_02;Mathematics;3;1;1;4;7;Course;Şeyda Yıldız ;K085 A514-PC-L;Mo 14 - 16 We 11 - 13 Fr 13 - 14;0;;;;;;2637;
;2025;2;MATH 120;Linear Algebra;MATH 120_01;Mathematics;3;0;0;3;5;Course;Fuat Erdem ;K184;Mo 09 - 11 We 12 - 13;17;;;;;;1816;
;2025;2;MATH 120;Linear Algebra;MATH 120_02;Mathematics;3;0;0;3;5;Course;Fuat Erdem ;K184;Mo 13 - 15 We 13 - 14;18;;;;;;1816;
;2025;2;MATH 203;Linear Algebra and Differential Equations;MATH 203_01;Mathematics;3;0;0;3;5;Course;Şeyda Yıldız ;D228 K183;Mo 11 - 13 We 14 - 15;0;;;;;;2637;
;2025;2;MATH 203;Linear Algebra and Differential Equations;MATH 203_02;Mathematics;3;0;0;3;5;Course;Berrin Şentürk ;G213;Tu 09 - 11 We 11 - 12;0;;;;;;1826;
;2025;2;MATH 203;Linear Algebra and Differential Equations;MATH 203_03;Mathematics;3;0;0;3;5;Course;Şeyda Yıldız ;D234 K183;Tu 14 - 16 We 15 - 16;0;;;;;;2637;
;2025;2;MATH 204;Vector and Complex Calculus;MATH 204_01;Mathematics;3;0;0;3;5;Course;Engin Özkan ;A422;Tu 16 - 18 Th 13 - 14;0;;;;;;274;
;2025;2;MATH 210;Numerical Methods in Engineering;MATH 210_01;Mathematics;0;0;4;2;4;Course;Ayşe Çağıl Kandemir ;G005 G112;Tu 12 - 13 Th 11 - 13;0;;;;;;1517;
;2025;2;MATH 211;Advanced Calculus I;MATH 211_01;Mathematics;4;0;0;4;8;Course;Mehmet Onur Fen ;A422;Mo 16 - 18 We 16 - 18;0;;;;;;671;
;2025;2;MATH 211-O;Advanced Calculus I;MATH 211-O_1;Mathematics;4;0;0;4;7;Course;Mehmet Onur Fen ;A422;Mo 16 - 18 We 16 - 18;0;;;;;;671;
;2025;2;MATH 212;Advanced Calculus II;MATH 212_01;Mathematics;4;0;0;4;8;Course;Merve Gürbüz Çaldağ ;A437;Mo 11 - 13 We 14 - 16;0;;;;;;4103;
;2025;2;MATH 212-O;Advanced Calculus II;MATH 212-O_1;Mathematics;4;0;0;4;7;Course;Merve Gürbüz Çaldağ ;A437;Mo 11 - 13 We 14 - 16;0;;;;;;4103;
;2025;2;MATH 220;Linear Algebra;MATH 220_01;Mathematics;3;0;0;3;6;Course;Fatma Fen (S) ;DB18;Tu 09 - 12;0;;;;;;00005876 (S);
;2025;2;MATH 221;Linear Algebra I;MATH 221_01;Mathematics;3;1;0;3;7;Course;Berrin Şentürk ;A435 A422;Mo 13 - 15 We 12 - 14;0;;;;;;1826;
;2025;2;MATH 221-O;Linear Algebra I;MATH 221-O_1;Mathematics;3;0;0;3;6;Course;Berrin Şentürk ;A435 A422;Mo 13 - 15 We 12 - 14;0;;;;;;1826;
;2025;2;MATH 222;Linear Algebra II;MATH 222_01;Mathematics;3;1;0;3;7;Course;Engin Özkan ;A435;We 09 - 11 Th 16 - 18;0;;;;;;274;
;2025;2;MATH 222-O;Linear Algebra II;MATH 222-O_1;Mathematics;3;0;0;3;6;Course;Engin Özkan ;A435;We 09 - 11 Th 16 - 18;0;;;;;;274;
;2025;2;MATH 230;Introduction to Probability Theory;MATH 230_01;Mathematics;3;0;0;3;6;Course;Sırma Karakaya ;G213;Mo 15 - 16 We 09 - 11;0;;;;;;478;
;2025;2;MATH 232;Introduction to Statistics;MATH 232_01;Mathematics;3;0;0;3;6;Course;Çiğdem Topçu Gülöksüz ;G006;Tu 12 - 14 Th 12 - 13;0;;;;;;4810;
;2025;2;MATH 232;Introduction to Statistics;MATH 232_02;Mathematics;3;0;0;3;6;Course;Çiğdem Topçu Gülöksüz ;G006;Tu 16 - 18 Th 13 - 14;0;;;;;;4810;
;2025;2;MATH 233;Statistics for Social Sciences;MATH 233_01;Mathematics;3;1;0;3;5;Course;;G005 GB13-PC-L;Mo 11 - 13 We 11 - 13;0;;;;;;;
;2025;2;MATH 240;Introduction to Probability and Statistics for Engineers;MATH 240_01;Mathematics;3;0;0;3;6;Course;Özkan Kale ;D230;Tu 11 - 12 We 11 - 13;0;;;;;;1005;
;2025;2;MATH 240;Introduction to Probability and Statistics for Engineers;MATH 240_02;Mathematics;3;0;0;3;6;Course;Cem Akgüner ;D030;Tu 11 - 12 We 11 - 13;0;;;;;;204;
;2025;2;MATH 240;Introduction to Probability and Statistics for Engineers;MATH 240_03;Mathematics;3;0;0;3;6;Course;Özkan Kale ;D230 D228;Tu 12 - 13 We 14 - 16;0;;;;;;1005;
;2025;2;MATH 240;Introduction to Probability and Statistics for Engineers;MATH 240_04;Mathematics;3;0;0;3;6;Course;Aslı Numanoğlu Genç ;D030;Tu 12 - 13 We 14 - 16;0;;;;;;2023;
;2025;2;MATH 242;Differential Equations;MATH 242_01;Mathematics;3;0;0;3;6;Course;Şeyda Yıldız ;A437 A435;Tu 11 - 12 Th 11 - 13;0;;;;;;2637;
;2025;2;MATH 250;Discrete Mathematics for Engineering;MATH 250_01;Mathematics;3;0;0;3;5;Course;Anıl Özdemir ;D228;Mo 13 - 14 We 09 - 11;0;;;;;;2015;
;2025;2;MATH 250;Discrete Mathematics for Engineering;MATH 250_02;Mathematics;3;0;0;3;5;Course;Anıl Özdemir ;D228;Mo 14 - 16 We 13 - 14;0;;;;;;2015;
;2025;2;MATH 250;Discrete Mathematics for Engineering;MATH 250_03;Mathematics;3;0;0;3;5;Course;Niyazi Anıl Gezer ;D232 D028;Mo 13 - 14 We 09 - 11;0;;;;;;3329;
;2025;2;MATH 310;Numerical Methods in Engineering;MATH 310_01;Mathematics;2;2;0;3;5;Course;Ayşe Çağıl Kandemir ;G005 G112;Tu 12 - 13 Th 11 - 13;0;;;;;;1517;
;2025;2;MATH 314;Complex Analysis;MATH 314_01;Mathematics;4;0;0;4;7;Course;Mehmet Onur Fen ;A422;Mo 14 - 16 We 14 - 16;0;;;;;;671;
;2025;2;MATH 322;Abstract Algebra II;MATH 322_01;Mathematics;3;1;0;3;7;Course;Fuat Erdem ;A437 A435;Tu 09 - 11 Th 09 - 11;0;;;;;;1816;
;2025;2;MATH 331;Data Analytics;MATH 331_01;Mathematics;3;0;0;3;6;Course;Çiğdem Topçu Gülöksüz ;A437 A211-PC-L;We 11 - 13 Th 16 - 18;0;;;;;;4810;
;2025;2;MATH 334;Data Analytics;MATH 334_01;Mathematics;3;0;1;3;7;Course;Çiğdem Topçu Gülöksüz ;A437 A211-PC-L;We 11 - 13 Th 16 - 18;0;;;;;;4810;
;2025;2;MATH 352;Numerical Methods;MATH 352_01;Mathematics;3;0;0;3;6;Course;Bengisen Pekmen ;A422 A435;Tu 12 - 14 Th 13 - 14;0;;;;;;247;
;2025;2;MATH 401;Graph Theory;MATH 401_01;Mathematics;3;0;0;3;6;Course;Niyazi Anıl Gezer ;A422;Tu 09 - 12;0;;;;;;3329;
;2025;2;MATH 422;Introduction to Group Theory;MATH 422_01;Mathematics;3;0;0;3;6;Course;Anıl Özdemir ;A435;Tu 14 - 17;0;;;;;;2015;
